id,data,categoria,produto,quantidade,preco_unitario,regiao,cliente_id
868,2024-10-16,roupas,Jaqueta,2,566.19,Norte,12
869,2024-06-11,roupas,Camiseta,6,882.53,Sudeste,27
870,2024-06-04,livros,Engenharia,3,783.53,Norte,9
871,2024-04-04,eletronicos,Webcam,10,281.53,Sul,40
872,2024-04-28,servicos,Suporte,4,693.63,Centro-Oeste,6
873,2024-12-18,livros,Python,9,849.22,Sudeste,46
874,2024-11-28,alimentos,Feijao,7,501.62,Nordeste,11
875,2024-04-08,roupas,Camiseta,7,769.25,Norte,18
876,2024-07-30,roupas,Calca,4,84.81,Sudeste,40
877,2024-09-07,alimentos,Oleo,4,439.0,Norte,39
878,2024-07-13,alimentos,Oleo,10,940.36,Sul,39
879,2024-10-01,servicos,Consultoria,9,127.13,Sudeste,3
880,2024-05-05,servicos,Design,7,984.15,Norte,36
881,2024-07-17,servicos,Consultoria,4,305.36,Sudeste,20
882,2024-05-26,livros,Python,7,308.53,Norte,45
883,2024-09-21,roupas,Tenis,8,108.63,Sul,8
884,2024-04-02,servicos,Design,3,405.21,Centro-Oeste,29
885,2024-01-13,roupas,Tenis,10,898.69,Nordeste,30
886,2024-02-16,alimentos,Cafe,3,724.01,Norte,6
887,2024-02-28,livros,Engenharia,2,533.34,Sudeste,47
888,2024-09-18,servicos,Suporte,7,559.34,Norte,50
889,2024-03-28,alimentos,Acucar,3,178.88,Nordeste,12
890,2024-12-30,eletronicos,Monitor,5,323.33,Sudeste,19
891,2024-11-16,roupas,Camiseta,3,961.23,Norte,40
892,2024-05-09,eletronicos,Monitor,8,858.3,Sul,1
893,2024-11-07,livros,Python,4,597.09,Sudeste,30
894,2024-07-28,livros,Rust,10,608.1,Nordeste,36
895,2024-05-22,servicos,Design,4,67.94,Nordeste,4
896,2024-11-30,alimentos,Arroz,3,856.75,Sul,39
897,2024-06-01,alimentos,Arroz,1,126.71,Nordeste,11
898,2024-12-10,alimentos,Acucar,10,580.84,Sul,12
899,2024-08-21,servicos,Treinamento,1,111.26,Centro-Oeste,21
900,2024-07-07,livros,Rust,7,846.44,Norte,19
901,2024-08-29,roupas,Camiseta,5,342.62,Sudeste,34
902,2024-04-17,roupas,Meia,1,127.12,Sul,6
903,2024-09-04,servicos,Treinamento,7,616.67,Centro-Oeste,17
904,2024-09-26,servicos,Design,6,928.56,Sul,37
905,2024-09-11,servicos,Auditoria,8,811.82,Sul,15
906,2024-12-28,alimentos,Feijao,1,135.84,Sudeste,41
907,2024-03-01,roupas,Meia,7,425.76,Centro-Oeste,23
908,2024-10-13,roupas,Camiseta,4,696.22,Centro-Oeste,5
909,2024-06-06,alimentos,Acucar,9,337.45,Norte,8
910,2024-12-17,alimentos,Cafe,7,729.91,Sul,2
911,2024-03-30,roupas,Jaqueta,6,923.83,Sudeste,31
912,2024-01-19,roupas,Tenis,3,634.66,Sul,22
913,2024-08-24,livros,Rust,9,313.36,Centro-Oeste,36
914,2024-10-01,eletronicos,Mouse,10,691.78,Centro-Oeste,5
915,2024-03-17,alimentos,Arroz,6,983.95,Sul,11
916,2024-10-19,servicos,Auditoria,3,603.29,Centro-Oeste,46
917,2024-06-10,eletronicos,Teclado,7,105.06,Nordeste,24
918,2024-08-19,alimentos,Feijao,9,316.27,Norte,24
919,2024-01-20,roupas,Camiseta,8,515.87,Sudeste,33
920,2024-03-19,roupas,Jaqueta,8,737.79,Sul,20
921,2024-06-16,roupas,Camiseta,9,683.18,Nordeste,14
922,2024-01-19,livros,Ficcao,9,133.52,Centro-Oeste,3
923,2024-12-17,servicos,Consultoria,6,477.54,Norte,7
924,2024-09-23,alimentos,Arroz,10,763.32,Nordeste,21
925,2024-04-12,roupas,Jaqueta,5,541.63,Sudeste,43
926,2024-03-01,alimentos,Feijao,3,288.16,Norte,40
927,2024-10-13,servicos,Consultoria,4,551.68,Sul,21
928,2024-05-18,roupas,Jaqueta,10,259.93,Norte,20
929,2024-11-09,alimentos,Acucar,8,69.71,Norte,31
930,2024-12-11,eletronicos,Notebook,7,72.72,Sudeste,26
931,2024-04-01,servicos,Design,8,623.99,Centro-Oeste,22
932,2024-04-11,servicos,Consultoria,8,576.43,Norte,45
933,2024-08-27,eletronicos,Monitor,5,690.79,Sudeste,31
934,2024-04-28,roupas,Calca,10,272.89,Centro-Oeste,26
935,2024-04-03,alimentos,Cafe,8,497.76,Norte,31
936,2024-02-27,alimentos,Oleo,8,848.85,Centro-Oeste,50
937,2024-06-27,servicos,Design,3,517.79,Sudeste,46
938,2024-02-24,alimentos,Acucar,2,796.58,Sul,30
939,2024-07-24,servicos,Auditoria,4,628.46,Sul,11
940,2024-09-03,livros,Rust,6,224.07,Sul,28
941,2024-08-10,servicos,Treinamento,9,700.25,Nordeste,43
942,2024-12-08,eletronicos,Webcam,8,132.04,Sul,30
943,2024-06-15,servicos,Consultoria,8,192.65,Sudeste,5
944,2024-11-02,eletronicos,Webcam,7,340.86,Norte,6
945,2024-04-21,roupas,Meia,1,761.94,Nordeste,29
946,2024-09-29,alimentos,Oleo,10,586.37,Nordeste,14
947,2024-12-14,alimentos,Cafe,10,798.46,Centro-Oeste,28
948,2024-06-25,eletronicos,Webcam,1,619.26,Sul,26
949,2024-03-06,alimentos,Arroz,6,903.05,Norte,1
950,2024-12-26,servicos,Treinamento,2,864.02,Norte,16
951,2024-08-09,servicos,Auditoria,6,717.54,Sudeste,25
952,2024-08-10,servicos,Suporte,3,485.37,Nordeste,36
953,2024-07-15,alimentos,Oleo,3,302.7,Nordeste,9
954,2024-01-06,eletronicos,Notebook,3,726.91,Sudeste,43
955,2024-08-11,roupas,Camiseta,3,649.4,Sudeste,30
956,2024-12-22,servicos,Auditoria,10,196.2,Sul,28
957,2024-10-09,livros,Ficcao,6,241.23,Sudeste,39
958,2024-01-04,servicos,Auditoria,4,717.89,Centro-Oeste,27
959,2024-10-06,servicos,Treinamento,1,978.67,Sul,31
960,2024-12-26,alimentos,Arroz,10,491.9,Norte,10
961,2024-09-26,alimentos,Oleo,9,96.67,Sul,6
962,2024-05-05,livros,Rust,9,802.14,Centro-Oeste,40
963,2024-01-28,alimentos,Acucar,1,479.49,Sul,31
964,2024-10-20,alimentos,Oleo,6,961.37,Centro-Oeste,19
965,2024-03-26,eletronicos,Webcam,5,732.43,Sul,17
966,2024-02-01,livros,Historia,3,581.4,Centro-Oeste,48
967,2024-11-15,eletronicos,Teclado,8,100.86,Sul,5
968,2024-05-22,alimentos,Feijao,10,295.35,Centro-Oeste,1
969,2024-02-27,servicos,Suporte,10,744.19,Sudeste,24
970,2024-03-30,alimentos,Feijao,8,197.19,Sul,3
971,2024-06-24,eletronicos,Mouse,10,935.26,Nordeste,32
972,2024-07-30,livros,Python,8,731.48,Nordeste,14
973,2024-10-22,alimentos,Arroz,5,760.37,Norte,4
974,2024-03-26,livros,Ficcao,8,315.34,Sul,15
975,2024-07-13,livros,Ficcao,5,162.25,Sudeste,1
976,2024-05-27,livros,Ficcao,6,962.53,Norte,7
977,2024-09-29,alimentos,Oleo,10,919.68,Centro-Oeste,22
978,2024-05-18,alimentos,Arroz,5,661.26,Sudeste,30
979,2024-12-11,roupas,Meia,4,529.55,Nordeste,21
980,2024-10-07,eletronicos,Notebook,2,31.72,Norte,34
981,2024-02-23,livros,Engenharia,4,730.75,Centro-Oeste,13
982,2024-01-18,eletronicos,Webcam,2,75.74,Sul,43
983,2024-04-21,servicos,Consultoria,2,104.66,Sul,9
984,2024-07-11,servicos,Suporte,2,701.74,Centro-Oeste,19
985,2024-08-27,eletronicos,Monitor,5,773.97,Centro-Oeste,17
986,2024-03-23,eletronicos,Teclado,1,395.14,Centro-Oeste,4
987,2024-05-12,alimentos,Feijao,8,88.01,Nordeste,40
988,2024-07-20,roupas,Tenis,2,161.0,Sudeste,14
989,2024-11-10,eletronicos,Monitor,5,121.22,Norte,5
990,2024-10-19,alimentos,Oleo,1,898.58,Nordeste,42
991,2024-11-23,eletronicos,Notebook,7,281.11,Centro-Oeste,26
992,2024-10-21,eletronicos,Webcam,8,488.58,Sudeste,47
993,2024-02-05,servicos,Suporte,1,396.74,Sudeste,8
994,2024-10-17,servicos,Treinamento,6,688.2,Sudeste,4
995,2024-11-19,eletronicos,Teclado,9,856.28,Centro-Oeste,6
996,2024-08-23,alimentos,Feijao,3,563.39,Sudeste,43
997,2024-04-07,alimentos,Oleo,2,638.0,Centro-Oeste,32
998,2024-02-13,livros,Python,3,54.98,Norte,47
999,2024-10-30,roupas,Tenis,7,81.73,Sul,42
1000,2024-06-06,livros,Historia,8,967.24,Norte,3
