id,valor
venda-2799,319.82
venda-2800,870.22
venda-2801,34.45
venda-2802,388.95
venda-2803,781.65
venda-2804,479.42
venda-2805,467.37
venda-2806,970.92
venda-2807,929.71
venda-2808,242.99
venda-2809,970.75
venda-2810,427.91
venda-2811,177.00
venda-2812,713.81
venda-2813,17.29
venda-2814,202.52
venda-2815,290.22
venda-2816,471.24
venda-2817,420.01
venda-2818,784.68
venda-2819,703.58
venda-2820,62.88
venda-2821,321.85
venda-2822,401.09
venda-2823,890.29
venda-2824,479.20
venda-2825,469.74
venda-2826,137.45
venda-2827,151.58
venda-2828,638.03
venda-2829,845.62
venda-2830,787.50
venda-2831,616.48
venda-2832,34.56
venda-2833,337.22
venda-2834,770.36
venda-2835,835.61
venda-2836,312.37
venda-2837,525.24
venda-2838,113.58
venda-2839,80.20
venda-2840,64.44
venda-2841,328.09
venda-2842,996.21
venda-2843,598.92
venda-2844,684.78
venda-2845,718.23
venda-2846,426.02
venda-2847,740.77
venda-2848,385.18
venda-2849,389.15
venda-2850,482.96
venda-2851,467.88
venda-2852,733.11
venda-2853,748.35
venda-2854,812.20
venda-2855,539.94
venda-2856,101.28
venda-2857,421.91
venda-2858,745.27
venda-2859,506.08
venda-2860,471.51
venda-2861,99.98
venda-2862,989.25
venda-2863,26.48
venda-2864,995.83
venda-2865,682.42
venda-2866,283.72
venda-2867,616.17
venda-2868,337.71
venda-2869,706.21
venda-2870,904.62
venda-2871,254.63
venda-2872,244.93
venda-2873,875.28
venda-2874,806.31
venda-2875,379.36
venda-2876,68.91
venda-2877,67.83
venda-2878,452.62
venda-2879,423.70
venda-2880,259.94
venda-2881,47.00
venda-2882,788.63
venda-2883,114.30
venda-2884,324.19
venda-2885,132.41
venda-2886,129.48
venda-2887,32.70
venda-2888,450.38
venda-2889,667.49
venda-2890,69.05
venda-2891,160.74
venda-2892,431.52
venda-2893,914.95
venda-2894,774.69
venda-2895,173.16
venda-2896,792.29
venda-2897,789.34
venda-2898,890.81
venda-2899,792.10
venda-2900,742.25
venda-2901,206.79
venda-2902,638.75
venda-2903,758.75
venda-2904,885.48
venda-2905,383.15
venda-2906,143.09
venda-2907,61.57
venda-2908,732.85
venda-2909,404.90
venda-2910,186.26
venda-2911,741.86
venda-2912,369.29
venda-2913,822.45
venda-2914,630.93
venda-2915,685.40
venda-2916,950.59
venda-2917,103.13
venda-2918,824.58
venda-2919,114.37
venda-2920,738.16
venda-2921,510.24
venda-2922,114.37
venda-2923,467.15
venda-2924,745.23
venda-2925,481.22
venda-2926,171.36
venda-2927,980.11
venda-2928,940.06
venda-2929,537.82
venda-2930,571.60
venda-2931,113.11
venda-2932,917.90
venda-2933,976.53
venda-2934,25.96
venda-2935,430.62
venda-2936,405.99
venda-2937,707.70
venda-2938,343.43
venda-2939,798.36
venda-2940,469.01
venda-2941,653.16
venda-2942,588.44
venda-2943,694.08
venda-2944,679.95
venda-2945,917.84
venda-2946,989.35
venda-2947,411.10
venda-2948,213.04
venda-2949,871.52
venda-2950,483.33
venda-2951,177.90
venda-2952,905.57
venda-2953,332.30
venda-2954,956.84
venda-2955,828.75
venda-2956,276.14
venda-2957,560.58
venda-2958,357.38
venda-2959,712.00
venda-2960,13.06
venda-2961,920.31
venda-2962,628.51
venda-2963,610.85
venda-2964,666.06
venda-2965,81.26
venda-2966,460.96
venda-2967,370.74
venda-2968,849.83
venda-2969,130.58
venda-2970,141.43
venda-2971,769.27
venda-2972,167.04
venda-2973,785.23
venda-2974,380.29
venda-2975,671.33
venda-2976,307.96
venda-2977,740.86
venda-2978,291.77
venda-2979,153.61
venda-2980,774.32
venda-2981,189.61
venda-2982,179.96
venda-2983,723.26
venda-2984,739.88
venda-2985,308.90
venda-2986,399.08
venda-2987,586.93
venda-2988,885.72
venda-2989,76.49
venda-2990,770.48
venda-2991,764.04
venda-2992,101.99
venda-2993,796.59
venda-2994,988.43
venda-2995,93.77
venda-2996,339.93
venda-2997,33.87
venda-2998,684.09
venda-2999,163.06
venda-3000,111.62
